id,title,region,release_date,platform,image_url
"","Donkey Kong Country 4","Other","1997-03-01","Nintendo Entertainment System (NES)","https://cdn.thegamesdb.net/images/thumb/boxart/front/80677-1.jpg"
"","Donkey Kong Country NES Edition","Other","2025-03-18","Nintendo Entertainment System (NES)","https://cdn.thegamesdb.net/images/thumb/boxart/front/131024-1.jpg"
"","Donkey Kong II","2016-08-25","Nintendo Entertainment System (NES)","Nintendo Entertainment System (NES)","https://cdn.thegamesdb.net/images/thumb/boxart/front/78530-1.jpg"
"","Donkey Kong Jr","NTSC-J																		(Japan)","1983-07-15","Nintendo Entertainment System (NES)","https://cdn.thegamesdb.net/images/thumb/boxart/front/103166-1.jpg"
"","Donkey Kong Jr [5 Screw]","NTSC-U																		(United States of America)","1986-06-01","Nintendo Entertainment System (NES)","https://cdn.thegamesdb.net/images/thumb/boxart/front/97499-1.jpg"
"","Donkey Kong Jr no Sansuu Asobi","NTSC-J																		(Japan)","1983-01-01","Nintendo Entertainment System (NES)","https://cdn.thegamesdb.net/images/thumb/boxart/front/103167-1.jpg"
"","Donkey Kong Jr.","PAL																		(United Kingdom of Great Britain and Northern Ireland)","1987-06-15","Nintendo Entertainment System (NES)","https://cdn.thegamesdb.net/images/thumb/boxart/front/108914-1.jpg"
"","Donkey Kong Jr.","NTSC-U																		(United States of America)","1986-06-01","Nintendo Entertainment System (NES)","https://cdn.thegamesdb.net/images/thumb/boxart/front/1270-1.jpg"
"","Donkey Kong Jr. / Jr. Sansu Lesson","NTSC-J																		(Japan)","1983-10-01","Nintendo Entertainment System (NES)","https://cdn.thegamesdb.net/images/thumb/boxart/front/40479-1.jpg"
"","Donkey Kong Jr. Math","NTSC-U																		(United States of America)","1985-10-18","Nintendo Entertainment System (NES)","https://cdn.thegamesdb.net/images/thumb/boxart/front/1929-1.jpg"
"","Donkey Kong Pauline Edition","NTSC","2013-03-09","Nintendo Entertainment System (NES)","https://cdn.thegamesdb.net/images/thumb/boxart/front/102254-1.jpg"
"","Donkey Kong: Original Edition","2010-10-29","Nintendo Entertainment System (NES)","Nintendo Entertainment System (NES)","https://cdn.thegamesdb.net/images/thumb/boxart/front/76590-1.jpg"
"","Donkey Trump 3","NTSC","2016-01-01","Nintendo Entertainment System (NES)","https://cdn.thegamesdb.net/images/thumb/boxart/front/81114-1.jpg"
"","Donkey Trump Jr.","NTSC","2016-01-01","Nintendo Entertainment System (NES)","https://cdn.thegamesdb.net/images/thumb/boxart/front/81113-1.jpg"
"","Donsol","NTSC","2017-01-06","Nintendo Entertainment System (NES)","https://cdn.thegamesdb.net/images/thumb/boxart/front/113346-1.jpg"
"","Doodle World","NTSC","2021-01-29","Nintendo Entertainment System (NES)","https://cdn.thegamesdb.net/images/thumb/boxart/front/82059-1.jpg"
"","Doodle World Redrawn","NTSC","2023-03-30","Nintendo Entertainment System (NES)","https://cdn.thegamesdb.net/images/thumb/boxart/front/113355-1.jpg"
"","Door Door","1985-07-18","Nintendo Entertainment System (NES)","Nintendo Entertainment System (NES)","https://cdn.thegamesdb.net/images/thumb/boxart/front/26771-1.png"
"","Doraemon","1986-12-12","Nintendo Entertainment System (NES)","Nintendo Entertainment System (NES)","https://cdn.thegamesdb.net/images/thumb/boxart/front/26775-1.jpg"
"","Doraemon: Giga Zombie no Gyakushuu","1990-09-14","Nintendo Entertainment System (NES)","Nintendo Entertainment System (NES)","https://cdn.thegamesdb.net/images/thumb/boxart/front/26776-1.jpg"
"","Double Action 53: Volume 2","2014-11-23","Nintendo Entertainment System (NES)","Nintendo Entertainment System (NES)","https://cdn.thegamesdb.net/images/thumb/boxart/front/81150-1.jpg"
"","Double Action Blaster Guys","NTSC																		(United States of America)","2013-07-30","Nintendo Entertainment System (NES)","https://cdn.thegamesdb.net/images/thumb/boxart/front/81146-1.jpg"
"","Double Dare","1988-01-01","Nintendo Entertainment System (NES)","Nintendo Entertainment System (NES)","https://cdn.thegamesdb.net/images/thumb/boxart/front/1698-1.jpg"
"","Double Dragon","NTSC-U																		(United States of America)","1988-06-01","Nintendo Entertainment System (NES)","https://cdn.thegamesdb.net/images/thumb/boxart/front/208-2.jpg"
"","Double Dragon","NTSC-J																		(Japan)","1988-04-08","Nintendo Entertainment System (NES)","https://cdn.thegamesdb.net/images/thumb/boxart/front/126696-1.jpg"
"","Double Dragon II: The Revenge","1990-01-26","Nintendo Entertainment System (NES)","Nintendo Entertainment System (NES)","https://cdn.thegamesdb.net/images/thumb/boxart/front/342-1.jpg"
"","Double Dragon II: The Revenge (Easy)","Other","2013-01-27","Nintendo Entertainment System (NES)","https://cdn.thegamesdb.net/images/thumb/boxart/front/83159-1.jpg"
"","Double Dragon III: The Sacred Stones","1990-11-01","Nintendo Entertainment System (NES)","Nintendo Entertainment System (NES)","https://cdn.thegamesdb.net/images/thumb/boxart/front/1271-1.jpg"
"","Double Dribble","1987-09-01","Nintendo Entertainment System (NES)","Nintendo Entertainment System (NES)","https://cdn.thegamesdb.net/images/thumb/boxart/front/343-2.jpg"
"","Double Dribble [5 Screw]","NTSC																		(United States of America)","1987-09-01","Nintendo Entertainment System (NES)","https://cdn.thegamesdb.net/images/thumb/boxart/front/108556-1.jpg"
"","Double Dribble: Audio Fix","2020-07-09","Nintendo Entertainment System (NES)","Nintendo Entertainment System (NES)","https://cdn.thegamesdb.net/images/thumb/boxart/front/83169-1.jpg"
"","Double Moon Densetsu","1992-10-30","Nintendo Entertainment System (NES)","Nintendo Entertainment System (NES)","https://cdn.thegamesdb.net/images/thumb/boxart/front/26777-1.jpg"
"","Double Strike","1990-01-01","Nintendo Entertainment System (NES)","Nintendo Entertainment System (NES)","https://cdn.thegamesdb.net/images/thumb/boxart/front/1699-1.jpg"
"","Dough Boy","1985-12-11","Nintendo Entertainment System (NES)","Nintendo Entertainment System (NES)","https://cdn.thegamesdb.net/images/thumb/boxart/front/26677-1.jpg"
"","Downtown Nekketsu Koushinkyoku: Soreyuke Daiundoukai","1990-10-12","Nintendo Entertainment System (NES)","Nintendo Entertainment System (NES)","https://cdn.thegamesdb.net/images/thumb/boxart/front/33128-1.jpg"
"","Downtown Nekketsu Monogatari","NTSC-J																		(Japan)","1989-04-25","Nintendo Entertainment System (NES)","https://cdn.thegamesdb.net/images/thumb/boxart/front/53065-1.jpg"
"","Downtown Special: Kunio-kun no Jidaigeki Dayo Zenin Shuugou!","1991-07-26","Nintendo Entertainment System (NES)","Nintendo Entertainment System (NES)","https://cdn.thegamesdb.net/images/thumb/boxart/front/24855-1.jpg"
"","Dr Mario II","NTSC-C																		(China)","1970-01-01","Nintendo Entertainment System (NES)","https://cdn.thegamesdb.net/images/thumb/boxart/front/89642-1.jpg"
"","Dr. Chaos","1988-01-01","Nintendo Entertainment System (NES)","Nintendo Entertainment System (NES)","https://cdn.thegamesdb.net/images/thumb/boxart/front/1930-1.jpg"
"","Dr. Fauci","NTSC","2020-01-01","Nintendo Entertainment System (NES)","https://cdn.thegamesdb.net/images/thumb/boxart/front/81112-1.jpg"
"","Dr. Garfield","Other","2020-11-24","Nintendo Entertainment System (NES)","https://cdn.thegamesdb.net/images/thumb/boxart/front/82557-1.jpg"
"","Dr. Jekyll and Mr. Hyde","1988-04-08","Nintendo Entertainment System (NES)","Nintendo Entertainment System (NES)","https://cdn.thegamesdb.net/images/thumb/boxart/front/1272-1.jpg"
"","Dr. Luigi","2014-01-05","Nintendo Entertainment System (NES)","Nintendo Entertainment System (NES)","https://cdn.thegamesdb.net/images/thumb/boxart/front/26457-1.png"
"","Dr. Mario","NTSC-U																		(United States of America)","1990-10-14","Nintendo Entertainment System (NES)","https://cdn.thegamesdb.net/images/thumb/boxart/front/344-2.jpg"
"","Dr. Mario","NTSC-C																		(Canada)","1990-10-01","Nintendo Entertainment System (NES)","https://cdn.thegamesdb.net/images/thumb/boxart/front/130771-1.jpg"
"","Dr. Mario","NTSC-J																		(Japan)","1990-07-27","Nintendo Entertainment System (NES)","https://cdn.thegamesdb.net/images/thumb/boxart/front/80597-1.jpg"
"","Dr. Mario 2","NTSC","1970-01-01","Nintendo Entertainment System (NES)","https://cdn.thegamesdb.net/images/thumb/boxart/front/93524-1.jpg"
"","Drac's Night Out","1991-01-01","Nintendo Entertainment System (NES)","Nintendo Entertainment System (NES)","https://cdn.thegamesdb.net/images/thumb/boxart/front/23613-1.jpg"
"","Dragon Ball 3: Goku Den","1989-10-27","Nintendo Entertainment System (NES)","Nintendo Entertainment System (NES)","https://cdn.thegamesdb.net/images/thumb/boxart/front/19109-1.jpg"
"","Dragon Ball Z Gaiden: Saiyajin Zetsumetsu Keikaku","1993-08-06","Nintendo Entertainment System (NES)","Nintendo Entertainment System (NES)","https://cdn.thegamesdb.net/images/thumb/boxart/front/19106-1.jpg"
"","Dragon Ball Z II: Gekishin Frieza!!","1991-08-10","Nintendo Entertainment System (NES)","Nintendo Entertainment System (NES)","https://cdn.thegamesdb.net/images/thumb/boxart/front/19105-1.jpg"
"","Dragon Ball Z III: Ressen Jinzou Ningen","1992-08-07","Nintendo Entertainment System (NES)","Nintendo Entertainment System (NES)","https://cdn.thegamesdb.net/images/thumb/boxart/front/19107-1.jpg"
"","Dragon Ball Z: Gekitō Tenkaichi Budōkai","1992-12-29","Nintendo Entertainment System (NES)","Nintendo Entertainment System (NES)","https://cdn.thegamesdb.net/images/thumb/boxart/front/26616-1.jpg"
"","Dragon Ball Z: Kyoushuu! Saiya Jin","1990-10-27","Nintendo Entertainment System (NES)","Nintendo Entertainment System (NES)","https://cdn.thegamesdb.net/images/thumb/boxart/front/19104-1.jpg"
"","Dragon Ball: Daimaou Fukkatsu","1988-08-12","Nintendo Entertainment System (NES)","Nintendo Entertainment System (NES)","https://cdn.thegamesdb.net/images/thumb/boxart/front/19108-1.jpg"
"","Dragon Ball: le secret du dragon","1990-01-01","Nintendo Entertainment System (NES)","Nintendo Entertainment System (NES)","https://cdn.thegamesdb.net/images/thumb/boxart/front/72723-1.jpg"
"","Dragon Ball: Shenlong no Nazo","1986-11-27","Nintendo Entertainment System (NES)","Nintendo Entertainment System (NES)","https://cdn.thegamesdb.net/images/thumb/boxart/front/19110-1.jpg"
"","Dragon Boat Festival","Other","2020-01-01","Nintendo Entertainment System (NES)","https://cdn.thegamesdb.net/images/thumb/boxart/front/102174-1.jpg"
"","Dragon Buster","1987-01-07","Nintendo Entertainment System (NES)","Nintendo Entertainment System (NES)","https://cdn.thegamesdb.net/images/thumb/boxart/front/44787-1.jpg"
"","Dragon Buster II: Yami no Fuuin","NTSC-J																		(Japan)","1989-04-27","Nintendo Entertainment System (NES)","https://cdn.thegamesdb.net/images/thumb/boxart/front/26779-1.jpg"
"","Dragon Feet","NTSC																		(United States of America)","2012-05-26","Nintendo Entertainment System (NES)","https://cdn.thegamesdb.net/images/thumb/boxart/front/96620-1.jpg"
"","Dragon Fighter","1991-01-01","Nintendo Entertainment System (NES)","Nintendo Entertainment System (NES)","https://cdn.thegamesdb.net/images/thumb/boxart/front/1931-1.jpg"
"","Dragon Fighter (Unlicensed)","NTSC																		(China)","1995-06-01","Nintendo Entertainment System (NES)","https://cdn.thegamesdb.net/images/thumb/boxart/front/29321-1.jpg"
"","Dragon Knife","1993-01-01","Nintendo Entertainment System (NES)","Nintendo Entertainment System (NES)","https://cdn.thegamesdb.net/images/thumb/boxart/front/26460-1.jpg"
"","Dragon Leap","NTSC																		(United States of America)","2012-05-05","Nintendo Entertainment System (NES)","https://cdn.thegamesdb.net/images/thumb/boxart/front/96621-1.jpg"
"","Dragon Power","1988-03-01","Nintendo Entertainment System (NES)","Nintendo Entertainment System (NES)","https://cdn.thegamesdb.net/images/thumb/boxart/front/14278-1.jpg"
"","Dragon Quest","NTSC-J																		(Japan)","1986-05-27","Nintendo Entertainment System (NES)","https://cdn.thegamesdb.net/images/thumb/boxart/front/39453-1.jpg"
"","Dragon Quest II: Akuryou no Kamigami","NTSC-J																		(Japan)","1987-01-26","Nintendo Entertainment System (NES)","https://cdn.thegamesdb.net/images/thumb/boxart/front/53073-1.jpg"
"","Dragon Quest III: Soshite Densetsu e...","1988-02-10","Nintendo Entertainment System (NES)","Nintendo Entertainment System (NES)","https://cdn.thegamesdb.net/images/thumb/boxart/front/53075-1.jpg"
"","Dragon Quest IV: Michibikareshi Monotachi","1990-02-11","Nintendo Entertainment System (NES)","Nintendo Entertainment System (NES)","https://cdn.thegamesdb.net/images/thumb/boxart/front/53074-1.jpg"
"","Dragon Scroll: Yomigaerishi Maryuu","1987-12-04","Nintendo Entertainment System (NES)","Nintendo Entertainment System (NES)","https://cdn.thegamesdb.net/images/thumb/boxart/front/26780-1.jpg"
"","Dragon Slayer IV","NTSC-J","1987-07-10","Nintendo Entertainment System (NES)","https://cdn.thegamesdb.net/images/thumb/boxart/front/78531-1.jpg"
"","Dragon Spirit: The New Legend","1990-06-01","Nintendo Entertainment System (NES)","Nintendo Entertainment System (NES)","https://cdn.thegamesdb.net/images/thumb/boxart/front/1273-1.jpg"
"","Dragon Unit","1989-06-27","Nintendo Entertainment System (NES)","Nintendo Entertainment System (NES)","https://cdn.thegamesdb.net/images/thumb/boxart/front/78532-1.jpg"
"","Dragon Warrior","NTSC-U																		(United States of America)","1989-08-01","Nintendo Entertainment System (NES)","https://cdn.thegamesdb.net/images/thumb/boxart/front/345-1.jpg"
"","Dragon Warrior II","1990-09-01","Nintendo Entertainment System (NES)","Nintendo Entertainment System (NES)","https://cdn.thegamesdb.net/images/thumb/boxart/front/1274-1.jpg"
"","Dragon Warrior III","NTSC-J","1992-03-12","Nintendo Entertainment System (NES)","https://cdn.thegamesdb.net/images/thumb/boxart/front/1700-1.jpg"
"","Dragon Warrior IV","1992-10-12","Nintendo Entertainment System (NES)","Nintendo Entertainment System (NES)","https://cdn.thegamesdb.net/images/thumb/boxart/front/1275-1.jpg"
"","Dragon Wars","NTSC-J																		(Japan)","1991-08-09","Nintendo Entertainment System (NES)","https://cdn.thegamesdb.net/images/thumb/boxart/front/26233-1.png"
"","Dragon's Lair","1990-12-01","Nintendo Entertainment System (NES)","Nintendo Entertainment System (NES)","https://cdn.thegamesdb.net/images/thumb/boxart/front/2887-1.png"
"","Dragoon X Omega","2003-01-20","Nintendo Entertainment System (NES)","Nintendo Entertainment System (NES)","https://cdn.thegamesdb.net/images/thumb/boxart/front/19061-1.jpg"
"","Dragoon X Omega II","2008-06-17","Nintendo Entertainment System (NES)","Nintendo Entertainment System (NES)","https://cdn.thegamesdb.net/images/thumb/boxart/front/32964-1.jpg"
"","Draíocht","2019-01-01","Nintendo Entertainment System (NES)","Nintendo Entertainment System (NES)","https://cdn.thegamesdb.net/images/thumb/boxart/front/80848-1.jpg"
"","Dream Dog Dilemma","Other","2021-10-04","Nintendo Entertainment System (NES)","https://cdn.thegamesdb.net/images/thumb/boxart/front/102891-1.jpg"
"","Dream Fighter","NTSC																		(China)","1992-06-01","Nintendo Entertainment System (NES)","https://cdn.thegamesdb.net/images/thumb/boxart/front/29324-1.jpg"
"","Dream Master","1992-09-22","Nintendo Entertainment System (NES)","Nintendo Entertainment System (NES)","https://cdn.thegamesdb.net/images/thumb/boxart/front/26261-1.png"
"","Dreamworld Pogie","2017-02-28","Nintendo Entertainment System (NES)","Nintendo Entertainment System (NES)","https://cdn.thegamesdb.net/images/thumb/boxart/front/41695-1.png"
"","Driar","NTSC","2012-02-01","Nintendo Entertainment System (NES)","https://cdn.thegamesdb.net/images/thumb/boxart/front/33923-1.jpg"
"","Dropzone","1992-08-01","Nintendo Entertainment System (NES)","Nintendo Entertainment System (NES)","https://cdn.thegamesdb.net/images/thumb/boxart/front/1815-1.jpg"
"","Drow Tactics","Other","2022-03-08","Nintendo Entertainment System (NES)","https://cdn.thegamesdb.net/images/thumb/boxart/front/101825-1.jpg"
"","Duck Hunt","PAL																		(United Kingdom of Great Britain and Northern Ireland)","1987-08-15","Nintendo Entertainment System (NES)","https://cdn.thegamesdb.net/images/thumb/boxart/front/108827-1.jpg"
"","Duck Hunt","NTSC-U																		(United States of America)","1985-10-18","Nintendo Entertainment System (NES)","https://cdn.thegamesdb.net/images/thumb/boxart/front/346-2.jpg"
"","Duck Hunt","NTSC-J																		(Japan)","1984-04-21","Nintendo Entertainment System (NES)","https://cdn.thegamesdb.net/images/thumb/boxart/front/94664-1.jpg"
"","Duck Hunt [5 Screw]","NTSC																		(United States of America)","1985-10-18","Nintendo Entertainment System (NES)","https://cdn.thegamesdb.net/images/thumb/boxart/front/108533-1.jpg"
"","Duck Maze","1990-01-01","Nintendo Entertainment System (NES)","Nintendo Entertainment System (NES)","https://cdn.thegamesdb.net/images/thumb/boxart/front/1816-1.jpg"
"","Duck Tails Album","Other","2012-10-31","Nintendo Entertainment System (NES)","https://cdn.thegamesdb.net/images/thumb/boxart/front/102892-1.jpg"
"","DuckTales Remastered Press Kit","2013-08-08","Nintendo Entertainment System (NES)","Nintendo Entertainment System (NES)","https://cdn.thegamesdb.net/images/thumb/boxart/front/71178-1.jpg"
"","Dudes with Attitude","1990-01-01","Nintendo Entertainment System (NES)","Nintendo Entertainment System (NES)","https://cdn.thegamesdb.net/images/thumb/boxart/front/1277-1.jpg"
"","Dungeon and Daimyo","Other","2022-01-01","Nintendo Entertainment System (NES)","https://cdn.thegamesdb.net/images/thumb/boxart/front/101826-1.jpg"
"","Dungeon Kid","1990-08-31","Nintendo Entertainment System (NES)","Nintendo Entertainment System (NES)","https://cdn.thegamesdb.net/images/thumb/boxart/front/26781-1.jpg"
"","Dungeon Magic: Sword of the Elements","1990-07-01","Nintendo Entertainment System (NES)","Nintendo Entertainment System (NES)","https://cdn.thegamesdb.net/images/thumb/boxart/front/1817-1.jpg"
"","Dungeons & Doomknights","NTSC																		(United States of America)","2019-04-01","Nintendo Entertainment System (NES)","https://cdn.thegamesdb.net/images/thumb/boxart/front/95706-1.jpg"
"","Dungeons and Doomknights","Other																		(United States of America)","2019-06-01","Nintendo Entertainment System (NES)","https://cdn.thegamesdb.net/images/thumb/boxart/front/101827-1.jpg"
"","Dushlan","NTSC																		(United States of America)","2016-01-01","Nintendo Entertainment System (NES)","https://cdn.thegamesdb.net/images/thumb/boxart/front/102585-1.jpg"
"","Dusty Diamond's All-Star Softball","1990-01-01","Nintendo Entertainment System (NES)","Nintendo Entertainment System (NES)","https://cdn.thegamesdb.net/images/thumb/boxart/front/1818-1.jpg"
"","Dynamite Batman","NTSC-J																		(Japan)","1991-12-20","Nintendo Entertainment System (NES)","https://cdn.thegamesdb.net/images/thumb/boxart/front/112498-1.jpg"
"","Dynamite Bowl","1987-05-24","Nintendo Entertainment System (NES)","Nintendo Entertainment System (NES)","https://cdn.thegamesdb.net/images/thumb/boxart/front/48354-1.jpg"
"","Dynowarz: Destruction of Spondylus","1989-04-01","Nintendo Entertainment System (NES)","Nintendo Entertainment System (NES)","https://cdn.thegamesdb.net/images/thumb/boxart/front/347-1.jpg"
"","E.T. The Extra Terrestrial","Other","2014-01-01","Nintendo Entertainment System (NES)","https://cdn.thegamesdb.net/images/thumb/boxart/front/102176-1.jpg"
"","Earthbound Beginnings","NTSC																		(United States of America)","2015-06-14","Nintendo Entertainment System (NES)","https://cdn.thegamesdb.net/images/thumb/boxart/front/102175-1.jpg"
"","Earthbound Zero [Prototype]","NTSC																		(United States of America)","1990-01-01","Nintendo Entertainment System (NES)","https://cdn.thegamesdb.net/images/thumb/boxart/front/100136-1.jpg"
"","Eggerland: Meikyuu no Fukkatsu","1988-08-09","Nintendo Entertainment System (NES)","Nintendo Entertainment System (NES)","https://cdn.thegamesdb.net/images/thumb/boxart/front/26783-1.jpg"
"","Egypt","1991-05-31","Nintendo Entertainment System (NES)","Nintendo Entertainment System (NES)","https://cdn.thegamesdb.net/images/thumb/boxart/front/26784-1.jpg"
"","El Monstruo de los Globos","Other																		(Spain)","1991-01-01","Nintendo Entertainment System (NES)","https://cdn.thegamesdb.net/images/thumb/boxart/front/76532-1.jpg"
"","Elevator Action","1987-08-01","Nintendo Entertainment System (NES)","Nintendo Entertainment System (NES)","https://cdn.thegamesdb.net/images/thumb/boxart/front/348-1.jpg"
"","Elevator Action [5 Screw]","NTSC																		(United States of America)","1987-08-01","Nintendo Entertainment System (NES)","https://cdn.thegamesdb.net/images/thumb/boxart/front/108557-1.jpg"
"","Eliminator: Boat Duel","1991-01-01","Nintendo Entertainment System (NES)","Nintendo Entertainment System (NES)","https://cdn.thegamesdb.net/images/thumb/boxart/front/1932-1.jpg"
"","Elite","1991-01-01","Nintendo Entertainment System (NES)","Nintendo Entertainment System (NES)","https://cdn.thegamesdb.net/images/thumb/boxart/front/1819-1.jpg"
"","Elnark no Zaihou","1987-08-10","Nintendo Entertainment System (NES)","Nintendo Entertainment System (NES)","https://cdn.thegamesdb.net/images/thumb/boxart/front/26787-1.jpg"
"","Elvira's Monster Party","NTSC","2022-08-21","Nintendo Entertainment System (NES)","https://cdn.thegamesdb.net/images/thumb/boxart/front/121579-1.jpg"
"","Elysion","1988-04-28","Nintendo Entertainment System (NES)","Nintendo Entertainment System (NES)","https://cdn.thegamesdb.net/images/thumb/boxart/front/26785-1.jpg"
"","Emoyan no 10 Bai Pro Yakyuu","1989-12-19","Nintendo Entertainment System (NES)","Nintendo Entertainment System (NES)","https://cdn.thegamesdb.net/images/thumb/boxart/front/40481-1.jpg"
"","Enigmacore","Other","2015-01-01","Nintendo Entertainment System (NES)","https://cdn.thegamesdb.net/images/thumb/boxart/front/102177-1.jpg"
"","Enormous Adventures","NTSC																		(United States of America)","2021-05-01","Nintendo Entertainment System (NES)","https://cdn.thegamesdb.net/images/thumb/boxart/front/97677-1.jpg"
"","Erika to Satoru no Yume Bōken","1988-09-27","Nintendo Entertainment System (NES)","Nintendo Entertainment System (NES)","https://cdn.thegamesdb.net/images/thumb/boxart/front/26786-1.jpg"
"","Eskimo Bob & Alfonzo’s Artic Adventure Dual Pack Edition","NTSC																		(United States of America)","2024-04-08","Nintendo Entertainment System (NES)","https://cdn.thegamesdb.net/images/thumb/boxart/front/128369-1.jpg"
"","Eskimo Bob Starring Alfonzo","NTSC","2017-07-22","Nintendo Entertainment System (NES)","https://cdn.thegamesdb.net/images/thumb/boxart/front/64885-1.jpg"
"","Esper Boukentai","1987-10-13","Nintendo Entertainment System (NES)","Nintendo Entertainment System (NES)","https://cdn.thegamesdb.net/images/thumb/boxart/front/26788-1.jpg"
"","Esper Dream 2: Aratanaru Tatakai","1992-06-26","Nintendo Entertainment System (NES)","Nintendo Entertainment System (NES)","https://cdn.thegamesdb.net/images/thumb/boxart/front/26789-1.jpg"
"","Espitenen und Herr Pimponen","Other","2019-01-01","Nintendo Entertainment System (NES)","https://cdn.thegamesdb.net/images/thumb/boxart/front/102893-1.jpg"
"","Eternal GladNES","Other","2011-10-23","Nintendo Entertainment System (NES)","https://dummyimage.com/200x200?text=Eternal+GladNES"
"","Evil Dead Ash lives!","NTSC																		(United States of America)","2020-04-23","Nintendo Entertainment System (NES)","https://cdn.thegamesdb.net/images/thumb/boxart/front/80710-1.jpg"
"","Excitebike","PAL																		(United Kingdom of Great Britain and Northern Ireland)","1986-09-01","Nintendo Entertainment System (NES)","https://cdn.thegamesdb.net/images/thumb/boxart/front/108915-1.jpg"
"","Excitebike","NTSC-J																		(Japan)","1984-11-30","Nintendo Entertainment System (NES)","https://cdn.thegamesdb.net/images/thumb/boxart/front/97671-1.jpg"
"","Excitebike","NTSC																		(United States of America)","1985-10-18","Nintendo Entertainment System (NES)","https://cdn.thegamesdb.net/images/thumb/boxart/front/213-1.jpg"
"","Excitebike [5 Screw]","NTSC-U																		(United States of America)","1984-11-30","Nintendo Entertainment System (NES)","https://cdn.thegamesdb.net/images/thumb/boxart/front/89945-1.jpg"
"","Excitebike 2","NTSC-U																		(United States of America)","2016-01-01","Nintendo Entertainment System (NES)","https://cdn.thegamesdb.net/images/thumb/boxart/front/104202-1.jpg"
"","Exciting Boxing","1987-12-16","Nintendo Entertainment System (NES)","Nintendo Entertainment System (NES)","https://cdn.thegamesdb.net/images/thumb/boxart/front/26790-1.jpg"
"","Exed Exes","1995-02-01","Nintendo Entertainment System (NES)","Nintendo Entertainment System (NES)","https://cdn.thegamesdb.net/images/thumb/boxart/front/26681-1.jpg"
"","Exerion","1985-02-11","Nintendo Entertainment System (NES)","Nintendo Entertainment System (NES)","https://cdn.thegamesdb.net/images/thumb/boxart/front/21495-1.jpg"
"","Exit Loop","Other","2020-01-01","Nintendo Entertainment System (NES)","https://cdn.thegamesdb.net/images/thumb/boxart/front/102895-1.jpg"
"","Exodus: Journey to the Promised Land","NTSC																		(United States of America)","1991-01-01","Nintendo Entertainment System (NES)","https://cdn.thegamesdb.net/images/thumb/boxart/front/1820-1.jpg"
"","Expedition","2017-10-31","Nintendo Entertainment System (NES)","Nintendo Entertainment System (NES)","https://cdn.thegamesdb.net/images/thumb/boxart/front/75451-1.jpg"
"","Exploding Fist","2012-04-17","Nintendo Entertainment System (NES)","Nintendo Entertainment System (NES)","https://cdn.thegamesdb.net/images/thumb/boxart/front/26463-1.jpg"
"","Extra Mario Bros.","2005-06-10","Nintendo Entertainment System (NES)","Nintendo Entertainment System (NES)","https://cdn.thegamesdb.net/images/thumb/boxart/front/80679-1.jpg"
"","Eyra: The Crow Maiden","Other","2021-05-08","Nintendo Entertainment System (NES)","https://cdn.thegamesdb.net/images/thumb/boxart/front/85973-1.jpg"
"","F-117A Stealth Fighter","1992-01-01","Nintendo Entertainment System (NES)","Nintendo Entertainment System (NES)","https://cdn.thegamesdb.net/images/thumb/boxart/front/1823-1.jpg"
"","F-15 City War","1990-01-01","Nintendo Entertainment System (NES)","Nintendo Entertainment System (NES)","https://cdn.thegamesdb.net/images/thumb/boxart/front/1821-1.jpg"
"","F-15 Strike Eagle","1991-01-01","Nintendo Entertainment System (NES)","Nintendo Entertainment System (NES)","https://cdn.thegamesdb.net/images/thumb/boxart/front/1822-1.jpg"
"","F-θ","NTSC-J																		(Japan)","2021-01-01","Nintendo Entertainment System (NES)","https://cdn.thegamesdb.net/images/thumb/boxart/front/102182-1.jpg"
"","F1 Circus","1992-02-07","Nintendo Entertainment System (NES)","Nintendo Entertainment System (NES)","https://cdn.thegamesdb.net/images/thumb/boxart/front/26824-1.jpg"
"","F1 Race","1984-11-02","Nintendo Entertainment System (NES)","Nintendo Entertainment System (NES)","https://cdn.thegamesdb.net/images/thumb/boxart/front/24152-1.jpg"
"","Fake News Covfefe","2017-01-01","Nintendo Entertainment System (NES)","Nintendo Entertainment System (NES)","https://cdn.thegamesdb.net/images/thumb/boxart/front/81097-1.jpg"
"","Falling","Other","2018-01-07","Nintendo Entertainment System (NES)","https://cdn.thegamesdb.net/images/thumb/boxart/front/102896-1.jpg"
"","Famicom 198 Jeux CoolBoy","NTSC-J																		(Japan)","2020-01-01","Nintendo Entertainment System (NES)","https://cdn.thegamesdb.net/images/thumb/boxart/front/104463-1.jpg"
"","Famicom 400 Jeux CoolBoy","NTSC-J																		(Japan)","2020-01-01","Nintendo Entertainment System (NES)","https://cdn.thegamesdb.net/images/thumb/boxart/front/104464-1.jpg"
"","Famicom de Pon","Other","2020-01-01","Nintendo Entertainment System (NES)","https://cdn.thegamesdb.net/images/thumb/boxart/front/101828-1.jpg"
"","Famicom Doubutsu Seitai Zukan! Katte ni Shirokuma: Mori o Sukue no Maki!","1989-12-15","Nintendo Entertainment System (NES)","Nintendo Entertainment System (NES)","https://cdn.thegamesdb.net/images/thumb/boxart/front/26825-1.jpg"
"","Famicom Igo Nyuumon","NTSC-J","1991-11-29","Nintendo Entertainment System (NES)","https://cdn.thegamesdb.net/images/thumb/boxart/front/40482-1.jpg"
