title,alternate_titles,region,country,publisher,developer,release_date,players,coop,genre,esrb_rating,description
"10 Games in 1","10 Games in 1 Cartridge - Atari 2600","NTSC","United States of America","Atari, Inc.","Atari","2023-11-17","1","Yes","Action | Puzzle | Shooter | Sports","E - Everyone","Games included:
Adventure
Combat
Dodge 'Em
Haunted House
Maze Craze
Missile Command
RealSports Volleyball
Surround
Video Pinball
Yar's Revenge"
"1775","","NTSC","United States of America","","","2007-07-02","1","No","Action | Shooter | Unofficial","T - Teen","Claim your independence and join the Revolution in this simple shooter. Survive through 1781 to win!

Homebrew Author: David Weavil (a.k.a. s0c7)
NTSC V1 Released: 2007.07.02
PAL V1 Released: 2010.12.13
NTSC & PAL 12 Released: 2014.06.15"
"1943","","NTSC","","","","2008-08-31","1","No","Action | Shooter","Not Rated","You are a Anti-Aircraft commander in WW2 and your mission is to shoot down enemy airplanes. you have 51 shots. Have fun!"
"1945: V1 over London","","NTSC","","","","2010-01-01","1","No","Shooter","Not Rated","1945: V1 over London is a Blitz clone for the Atari 2600. You play as a German WWII pilot during the London Blitz."
"2 in 1 - Space UFO / River Raid","","PAL","Australia","","","1981-01-01","2","No","Action","Not Rated","No overview is currently available for this title, please feel free to add one."
"2 Pak Special - Cavern Blast, City War","","Region Not Set","","Neckermann / HES","Apollo, Inc.","1992-01-01","1","No","Action","Not Rated","Another entry in HES's extensive line of ""2 pak specials"". This cartridge contains two reissued games from Imagic: Cavern Blaster and City War.

Cavern Blaster is a retitled version of the side-scrolling shoot-em-up Laser Gates; while City War is actually the classic game Atlantis, also saddled with a new title. As with the other multicarts in this series, the desired game is chosen via joystick from a startup menu."
"2 Pak Special - Challenge, Surfing","","Region Not Set","","HES Interactive | 																Otto Versand","Video Gems | 																Zellers","1990-04-01","1","No","Sports","Not Rated","A 2 Pak Special of the games challenge and Surfing."
"2 Pak Special - Dolphin, Pigs'n wolf","","Region Not Set","","HES Interactive | 																Otto Versand","Activision | 																HES","1990-01-01","1","No","Adventure","Not Rated","2 Pak Special: Dolphin + Pig 'n Wolf"
"2 Pak Special - Dungeon Master, Creature Strike","","Region Not Set","","HES Interactive | 																Otto Versand","Victor Interactive Software, Inc.","1992-01-01","1","No","Adventure","Not Rated","A 2 Pak Special of Dungeon Master and Creature Strike."
"2 Pak Special - Motocross, Boom Bang","","Region Not Set","","Neckermann / HES","Activision | 																Taiwain Cooper","1990-01-01","2","No","Action | Sports","Not Rated","A 2 Pak Special of Motocross and Boom Bang."
"2 Pak Special - Planet Patrol, Wall Defender","","Region Not Set","","Neckermann / HES","Bomb | 																Spectravision","1990-01-01","1","No","Action","Not Rated","A 2 Pak Special of Planet Patrol and Wall Defender."
"2 Pak Special - Space Voyage, Fire Alert","","Region Not Set","","Neckermann / HES","HES","1992-01-01","1","No","Action","Not Rated","A 2 Pak Special of Space Voyage and Fire Alert."
"2 Pak Special - Star Warrior, Frogger","","Region Not Set","","Neckermann / HES","Konami","1990-01-01","1","No","Action | Strategy","Not Rated","A 2 Pak Special of Star Warrior and Frogger."
"2 Pak Special Alien Force, Hoppy","","Region Not Set","","Neckermann / HES","Imagic","1992-01-01","1","No","Action","Not Rated","2 Games in one. Select which game using initial menu. Game 1 is Alien Force (Cosmic Ark) and game 2 is hoppy. In hoppy it appears you try to outsmart the other rabbit and make it to the top of your warren."
