id,title,region,release_date,platform,detail_url
"108552","BreakThru [5 Screw]","NTSC","1987-08-01","Nintendo Entertainment System (NES)","https://thegamesdb.net/game.php?id=108552"
"76564","Brilliant Com Cocoma Pack 1","2004-01-01","Nintendo Entertainment System (NES)","","https://thegamesdb.net/game.php?id=76564"
"76565","Brilliant Com Cocoma Pack 2","2004-01-01","Nintendo Entertainment System (NES)","","https://thegamesdb.net/game.php?id=76565"
"76072","Brilliant Pebbles","2017-01-01","Nintendo Entertainment System (NES)","","https://thegamesdb.net/game.php?id=76072"
"79388","Brony Blaster","2015-01-01","Nintendo Entertainment System (NES)","","https://thegamesdb.net/game.php?id=79388"
"21491","Brush Roller","1990-01-01","Nintendo Entertainment System (NES)","","https://thegamesdb.net/game.php?id=21491"
"84640","Bubble","2004-01-01","Nintendo Entertainment System (NES)","","https://thegamesdb.net/game.php?id=84640"
"19358","Bubble Bath Babes","1991-01-01","Nintendo Entertainment System (NES)","","https://thegamesdb.net/game.php?id=19358"
"7824","Bubble Bobble","NTSC-U","1988-11-01","Nintendo Entertainment System (NES)","https://thegamesdb.net/game.php?id=7824"
"1043","Bubble Bobble: Part 2","NTSC-U","1993-03-05","Nintendo Entertainment System (NES)","https://thegamesdb.net/game.php?id=1043"
"1044","Bucky O'Hare","NTSC-U","1992-01-31","Nintendo Entertainment System (NES)","https://thegamesdb.net/game.php?id=1044"
"128114","Buffy + Angel","NTSC","2018-06-10","Nintendo Entertainment System (NES)","https://thegamesdb.net/game.php?id=128114"
"76112","Bugtris","1996-02-01","Nintendo Entertainment System (NES)","","https://thegamesdb.net/game.php?id=76112"
"1045","Bump 'n' Jump","NTSC","1982-12-01","Nintendo Entertainment System (NES)","https://thegamesdb.net/game.php?id=1045"
"1659","Burai Fighter","NTSC-U","1990-01-01","Nintendo Entertainment System (NES)","https://thegamesdb.net/game.php?id=1659"
"80699","Burbles","NTSC","1970-01-01","Nintendo Entertainment System (NES)","https://thegamesdb.net/game.php?id=80699"
"205","BurgerTime","NTSC-U","1987-05-01","Nintendo Entertainment System (NES)","https://thegamesdb.net/game.php?id=205"
"108553","BurgerTime [5 Screw]","NTSC","1987-05-01","Nintendo Entertainment System (NES)","https://thegamesdb.net/game.php?id=108553"
"40444","Business Wars","1992-01-24","Nintendo Entertainment System (NES)","","https://thegamesdb.net/game.php?id=40444"
"102172","Bust A Nut: The Flight of the Harbinger","Other","2011-01-01","Nintendo Entertainment System (NES)","https://thegamesdb.net/game.php?id=102172"
"102876","Bustina and the Search for Booty!!","Other","2022-02-08","Nintendo Entertainment System (NES)","https://thegamesdb.net/game.php?id=102876"
"53478","Buzz & Waldog","1970-01-01","Nintendo Entertainment System (NES)","","https://thegamesdb.net/game.php?id=53478"
"1660","Cabal","NTSC-U","1989-01-01","Nintendo Entertainment System (NES)","https://thegamesdb.net/game.php?id=1660"
"80953","Cadàveriön","2018-01-01","Nintendo Entertainment System (NES)","","https://thegamesdb.net/game.php?id=80953"
"26580","Cadillac","1990-02-02","Nintendo Entertainment System (NES)","","https://thegamesdb.net/game.php?id=26580"
"80990","Caesar Captain","1991-09-01","Nintendo Entertainment System (NES)","","https://thegamesdb.net/game.php?id=80990"
"1661","Caesars Palace","NTSC-U","1992-12-01","Nintendo Entertainment System (NES)","https://thegamesdb.net/game.php?id=1661"
"102877","cajoNES","Other","2013-03-12","Nintendo Entertainment System (NES)","https://thegamesdb.net/game.php?id=102877"
"102878","cajoNES Deluxe","Other","2013-03-12","Nintendo Entertainment System (NES)","https://thegamesdb.net/game.php?id=102878"
"1662","California Games","NTSC-U","1989-06-01","Nintendo Entertainment System (NES)","https://thegamesdb.net/game.php?id=1662"
"1663","Caltron 6 in 1","1992-05-08","Nintendo Entertainment System (NES)","","https://thegamesdb.net/game.php?id=1663"
"76113","Caltron 9 in 1","1992-01-01","Nintendo Entertainment System (NES)","","https://thegamesdb.net/game.php?id=76113"
"80954","Candelabra Estoscerro","2018-01-01","Nintendo Entertainment System (NES)","","https://thegamesdb.net/game.php?id=80954"
"108991","Candyman: Be My Victim (DEMAKE)","Other","2006-06-10","Nintendo Entertainment System (NES)","https://thegamesdb.net/game.php?id=108991"
"1844","Capcom's Gold Medal Challenge '92","1992-06-05","Nintendo Entertainment System (NES)","","https://thegamesdb.net/game.php?id=1844"
"2833","Captain America and the Avengers","NTSC-U","1991-12-11","Nintendo Entertainment System (NES)","https://thegamesdb.net/game.php?id=2833"
"121576","Captain America: The Winter Soldier","NTSC","2014-10-20","Nintendo Entertainment System (NES)","https://thegamesdb.net/game.php?id=121576"
"127046","Captain Clean","Other","1983-01-01","Nintendo Entertainment System (NES)","https://thegamesdb.net/game.php?id=127046"
"1609","Captain Comic: The Adventure","1988-08-01","Nintendo Entertainment System (NES)","","https://thegamesdb.net/game.php?id=1609"
"26581","Captain Ed","1989-08-25","Nintendo Entertainment System (NES)","","https://thegamesdb.net/game.php?id=26581"
"1664","Captain Planet and the Planeteers","1992-09-01","Nintendo Entertainment System (NES)","","https://thegamesdb.net/game.php?id=1664"
"96912","Captain Saver","NTSC-J","1992-09-29","Nintendo Entertainment System (NES)","https://thegamesdb.net/game.php?id=96912"
"25376","Captain Silver","1988-12-16","Nintendo Entertainment System (NES)","","https://thegamesdb.net/game.php?id=25376"
"1242","Captain Skyhawk","1990-06-01","Nintendo Entertainment System (NES)","","https://thegamesdb.net/game.php?id=1242"
"23986","Captain Tsubasa","1988-04-28","Nintendo Entertainment System (NES)","","https://thegamesdb.net/game.php?id=23986"
"10942","Captain Tsubasa II: Super Striker","NTSC","1990-07-20","Nintendo Entertainment System (NES)","https://thegamesdb.net/game.php?id=10942"
"83069","Carmelo vs LeBron","2017-01-01","Nintendo Entertainment System (NES)","","https://thegamesdb.net/game.php?id=83069"
"85033","Carpet Shark","NTSC","2021-01-25","Nintendo Entertainment System (NES)","https://thegamesdb.net/game.php?id=85033"
"40471","Casino Derby","1993-03-19","Nintendo Entertainment System (NES)","","https://thegamesdb.net/game.php?id=40471"
"1665","Casino Kid","1989-10-01","Nintendo Entertainment System (NES)","","https://thegamesdb.net/game.php?id=1665"
"1666","Casino Kid II","1993-04-01","Nintendo Entertainment System (NES)","","https://thegamesdb.net/game.php?id=1666"
"1243","Castelian","1991-05-01","Nintendo Entertainment System (NES)","","https://thegamesdb.net/game.php?id=1243"
"81585","Castle in the Sky","NTSC","2020-07-24","Nintendo Entertainment System (NES)","https://thegamesdb.net/game.php?id=81585"
"1667","Castle of Deceit","1990-01-01","Nintendo Entertainment System (NES)","","https://thegamesdb.net/game.php?id=1667"
"1244","Castle of Dragon","1990-06-01","Nintendo Entertainment System (NES)","","https://thegamesdb.net/game.php?id=1244"
"26582","Castle Quest","1990-05-18","Nintendo Entertainment System (NES)","","https://thegamesdb.net/game.php?id=26582"
"1245","Castlequest","1989-09-01","Nintendo Entertainment System (NES)","","https://thegamesdb.net/game.php?id=1245"
"135","Castlevania","NTSC-U","1987-05-01","Nintendo Entertainment System (NES)","https://thegamesdb.net/game.php?id=135"
"87310","Castlevania - Bloody Adventures","NTSC","2008-01-01","Nintendo Entertainment System (NES)","https://thegamesdb.net/game.php?id=87310"
"119424","Castlevania - The Last Tear","NTSC-U","2023-09-15","Nintendo Entertainment System (NES)","https://thegamesdb.net/game.php?id=119424"
"114493","Castlevania (Mesen HD)","Other","2018-06-04","Nintendo Entertainment System (NES)","https://thegamesdb.net/game.php?id=114493"
"108554","Castlevania [5 Screw]","NTSC","1987-05-01","Nintendo Entertainment System (NES)","https://thegamesdb.net/game.php?id=108554"
"338","Castlevania II: Simon's Quest","NTSC","1988-12-01","Nintendo Entertainment System (NES)","https://thegamesdb.net/game.php?id=338"
"132010","Castlevania II: Simon's Quest REDACTION","NTSC","2011-12-15","Nintendo Entertainment System (NES)","https://thegamesdb.net/game.php?id=132010"
"82435","Castlevania III: Dracula's Curse (Improved Controls)","NTSC","2017-07-25","Nintendo Entertainment System (NES)","https://thegamesdb.net/game.php?id=82435"
"339","Castlevania III: Dracula's Curse","NTSC-U","1990-09-01","Nintendo Entertainment System (NES)","https://thegamesdb.net/game.php?id=339"
"127076","Castlevania III: The Illusion","Other","1989-01-01","Nintendo Entertainment System (NES)","https://thegamesdb.net/game.php?id=127076"
"81771","Castlevania overflow of darkness","1970-01-01","Nintendo Entertainment System (NES)","","https://thegamesdb.net/game.php?id=81771"
"124457","Castlevania Red Stained","NTSC-U","2022-10-08","Nintendo Entertainment System (NES)","https://thegamesdb.net/game.php?id=124457"
"121455","Castlevania: Chorus of Mysteries","Other","2007-01-01","Nintendo Entertainment System (NES)","https://thegamesdb.net/game.php?id=121455"
"130830","Castlevania: Prelude Of Darkness","Other","2012-07-26","Nintendo Entertainment System (NES)","https://thegamesdb.net/game.php?id=130830"
"80176","Castlevania: The Holy Relics","NTSC","2017-12-01","Nintendo Entertainment System (NES)","https://thegamesdb.net/game.php?id=80176"
"97861","Cave Driller","Other","2021-05-05","Nintendo Entertainment System (NES)","https://thegamesdb.net/game.php?id=97861"
"1668","Caveman Games","1990-01-01","Nintendo Entertainment System (NES)","","https://thegamesdb.net/game.php?id=1668"
"131791","Celeste Mario's Zap & Dash DELUXE!","NTSC","2025-07-04","Nintendo Entertainment System (NES)","https://thegamesdb.net/game.php?id=131791"
"130444","Celeste Mario's Zap & Dash!","NTSC","2023-07-25","Nintendo Entertainment System (NES)","https://thegamesdb.net/game.php?id=130444"
"130688","CelesteNES","NTSC","2025-01-25","Nintendo Entertainment System (NES)","https://thegamesdb.net/game.php?id=130688"
"128747","Cereal Cafe","NTSC","2023-01-01","Nintendo Entertainment System (NES)","https://thegamesdb.net/game.php?id=128747"
"26584","Chack'n Pop","1985-05-24","Nintendo Entertainment System (NES)","","https://thegamesdb.net/game.php?id=26584"
"9100","Challenge of the Dragon","1990-01-01","Nintendo Entertainment System (NES)","","https://thegamesdb.net/game.php?id=9100"
"36054","Challenge of the Dragon (Sachen)","1990-09-14","Nintendo Entertainment System (NES)","","https://thegamesdb.net/game.php?id=36054"
"26585","Challenger","1985-10-15","Nintendo Entertainment System (NES)","","https://thegamesdb.net/game.php?id=26585"
"1246","Championship Bowling","1989-12-01","Nintendo Entertainment System (NES)","","https://thegamesdb.net/game.php?id=1246"
"26586","Championship Lode Runner","1985-04-17","Nintendo Entertainment System (NES)","","https://thegamesdb.net/game.php?id=26586"
"1669","Championship Pool","1993-01-01","Nintendo Entertainment System (NES)","","https://thegamesdb.net/game.php?id=1669"
"1670","Championship Rally","1991-01-01","Nintendo Entertainment System (NES)","","https://thegamesdb.net/game.php?id=1670"
"128970","Changeable Guardian ESTIQUE","NTSC","2024-12-01","Nintendo Entertainment System (NES)","https://thegamesdb.net/game.php?id=128970"
"25068","Chaos World","1991-10-25","Nintendo Entertainment System (NES)","","https://thegamesdb.net/game.php?id=25068"
"43476","Chase","Other","2012-01-04","Nintendo Entertainment System (NES)","https://thegamesdb.net/game.php?id=43476"
"1671","Cheetahmen II","1996-01-01","Nintendo Entertainment System (NES)","","https://thegamesdb.net/game.php?id=1671"
"94746","Cheetahmen II: The Lost Levels","NTSC","2012-12-12","Nintendo Entertainment System (NES)","https://thegamesdb.net/game.php?id=94746"
"80854","Cheetahmen: The Creation","2012-01-01","Nintendo Entertainment System (NES)","","https://thegamesdb.net/game.php?id=80854"
"80955","Cheman","2019-01-01","Nintendo Entertainment System (NES)","","https://thegamesdb.net/game.php?id=80955"
"80956","Cheril in the Cave","2017-01-01","Nintendo Entertainment System (NES)","","https://thegamesdb.net/game.php?id=80956"
"80957","Cheril of the Bosque","2015-01-01","Nintendo Entertainment System (NES)","","https://thegamesdb.net/game.php?id=80957"
"80958","Cheril Perils Classic","2018-01-01","Nintendo Entertainment System (NES)","","https://thegamesdb.net/game.php?id=80958"
"80960","Cheril the Goddess","2017-01-01","Nintendo Entertainment System (NES)","","https://thegamesdb.net/game.php?id=80960"
"80989","Cheril the Writer","2020-04-19","Nintendo Entertainment System (NES)","","https://thegamesdb.net/game.php?id=80989"
"28881","Chess Academy","1991-01-01","Nintendo Entertainment System (NES)","","https://thegamesdb.net/game.php?id=28881"
"26587","Chester Field: Ankoku Shin e no Chousen","1987-07-30","Nintendo Entertainment System (NES)","","https://thegamesdb.net/game.php?id=26587"
"128971","Chew Chew Mimic","NTSC","2024-07-31","Nintendo Entertainment System (NES)","https://thegamesdb.net/game.php?id=128971"
"40472","Chibi Maruko-Chan: Uki Uki Shopping","1991-10-04","Nintendo Entertainment System (NES)","","https://thegamesdb.net/game.php?id=40472"
"80961","Chicken of the Farm","2018-01-01","Nintendo Entertainment System (NES)","","https://thegamesdb.net/game.php?id=80961"
"26588","Chiisana Obake: Acchi Socchi Kocchi","1992-12-04","Nintendo Entertainment System (NES)","","https://thegamesdb.net/game.php?id=26588"
"1247","Chiller","1990-09-21","Nintendo Entertainment System (NES)","","https://thegamesdb.net/game.php?id=1247"
"76114","Chinese Checkers","1991-01-01","Nintendo Entertainment System (NES)","","https://thegamesdb.net/game.php?id=76114"
"126701","Chip 'n Dale Rescue Rangers","NTSC-J","1990-06-08","Nintendo Entertainment System (NES)","https://thegamesdb.net/game.php?id=126701"
"40473","Chip's Challenge","2015-11-13","Nintendo Entertainment System (NES)","","https://thegamesdb.net/game.php?id=40473"
"102880","Chiptune Hell","Other","2018-11-04","Nintendo Entertainment System (NES)","https://thegamesdb.net/game.php?id=102880"
"26590","Chiyonofuji no Ooichou","1990-12-07","Nintendo Entertainment System (NES)","","https://thegamesdb.net/game.php?id=26590"
"90866","Chō Wakusei Senki Metafight","NTSC-J","1988-06-17","Nintendo Entertainment System (NES)","https://thegamesdb.net/game.php?id=90866"
"113534","Chocobo Kwehst","Other","2021-02-07","Nintendo Entertainment System (NES)","https://thegamesdb.net/game.php?id=113534"
"18950","Choplifter","1986-06-26","Nintendo Entertainment System (NES)","","https://thegamesdb.net/game.php?id=18950"
"20018","Choujikuu Yousai - Macross","1985-12-10","Nintendo Entertainment System (NES)","","https://thegamesdb.net/game.php?id=20018"
"21128","Choujin Sentai Jetman","NTSC","1991-12-21","Nintendo Entertainment System (NES)","https://thegamesdb.net/game.php?id=21128"
"130348","Chouyoku Senki Estique","NTSC","2024-12-07","Nintendo Entertainment System (NES)","https://thegamesdb.net/game.php?id=130348"
"123929","Chronicle of the Radia War","Other","1991-11-15","Nintendo Entertainment System (NES)","https://thegamesdb.net/game.php?id=123929"
"101823","Chrono Knight","Other","2020-03-01","Nintendo Entertainment System (NES)","https://thegamesdb.net/game.php?id=101823"
"96674","Chrono Trigger","NTSC-C","1996-05-05","Nintendo Entertainment System (NES)","https://thegamesdb.net/game.php?id=96674"
"212","Chubby Cherub","1985-01-01","Nintendo Entertainment System (NES)","","https://thegamesdb.net/game.php?id=212"
"29320","Chuck Yeagar's Fighter Combat","2013-11-28","Nintendo Entertainment System (NES)","","https://thegamesdb.net/game.php?id=29320"
"83309","Chumlee's Adventure: The Quest for Pinky","2020-12-28","Nintendo Entertainment System (NES)","","https://thegamesdb.net/game.php?id=83309"
"80962","Chunkout 2","2008-01-01","Nintendo Entertainment System (NES)","","https://thegamesdb.net/game.php?id=80962"
"40474","Chuugoku Janshi Story: Tonpuu","1989-12-23","Nintendo Entertainment System (NES)","","https://thegamesdb.net/game.php?id=40474"
"40475","Chuugoku Senseijutsu","1988-11-29","Nintendo Entertainment System (NES)","","https://thegamesdb.net/game.php?id=40475"
"26591","Chuuka Taisen","NTSC-J","1989-09-22","Nintendo Entertainment System (NES)","https://thegamesdb.net/game.php?id=26591"
"80963","Circle of HOPE Presentation","2018-07-01","Nintendo Entertainment System (NES)","","https://thegamesdb.net/game.php?id=80963"
"1673","Circus Caper","1990-07-01","Nintendo Entertainment System (NES)","","https://thegamesdb.net/game.php?id=1673"
"1926","Circus Charlie","NTSC-J","1986-03-04","Nintendo Entertainment System (NES)","https://thegamesdb.net/game.php?id=1926"
"130445","Circus Charlie","NTSC","1986-03-04","Nintendo Entertainment System (NES)","https://thegamesdb.net/game.php?id=130445"
"37436","City Adventure Touch: Mystery of Triangle","1987-03-14","Nintendo Entertainment System (NES)","","https://thegamesdb.net/game.php?id=37436"
"83808","City Connection","1985-07-01","Nintendo Entertainment System (NES)","","https://thegamesdb.net/game.php?id=83808"
"1674","City Connection","1985-01-01","Nintendo Entertainment System (NES)","","https://thegamesdb.net/game.php?id=1674"
"80964","City Trouble","2016-01-01","Nintendo Entertainment System (NES)","","https://thegamesdb.net/game.php?id=80964"
"1250","Clash at Demonhead","1989-01-27","Nintendo Entertainment System (NES)","","https://thegamesdb.net/game.php?id=1250"
"1675","Classic Concentration","1990-09-01","Nintendo Entertainment System (NES)","","https://thegamesdb.net/game.php?id=1675"
"1741","Cliffhanger","1993-11-01","Nintendo Entertainment System (NES)","","https://thegamesdb.net/game.php?id=1741"
"80965","Closing In: Barney's Daring Escape","2020-01-01","Nintendo Entertainment System (NES)","","https://thegamesdb.net/game.php?id=80965"
"102881","Closing In! Barney's Daring Escape","Other","2018-09-18","Nintendo Entertainment System (NES)","https://thegamesdb.net/game.php?id=102881"
"82704","Clu Clu Land","NTSC-J","1984-11-22","Nintendo Entertainment System (NES)","https://thegamesdb.net/game.php?id=82704"
"108849","Clu Clu Land","PAL","1987-02-15","Nintendo Entertainment System (NES)","https://thegamesdb.net/game.php?id=108849"
"340","Clu Clu Land","NTSC-U","1985-10-18","Nintendo Entertainment System (NES)","https://thegamesdb.net/game.php?id=340"
"1676","Cobra Command","1988-11-01","Nintendo Entertainment System (NES)","","https://thegamesdb.net/game.php?id=1676"
"106451","Cobra Kai","Other","2020-03-25","Nintendo Entertainment System (NES)","https://thegamesdb.net/game.php?id=106451"
"76580","Cobra Mission","NTSC-C","1994-01-01","Nintendo Entertainment System (NES)","https://thegamesdb.net/game.php?id=76580"
"1677","Cobra Triangle","1989-07-21","Nintendo Entertainment System (NES)","","https://thegamesdb.net/game.php?id=1677"
"23560","Cocoron","NTSC-J","1991-05-03","Nintendo Entertainment System (NES)","https://thegamesdb.net/game.php?id=23560"
"1256","Code Name: Viper","1990-02-23","Nintendo Entertainment System (NES)","","https://thegamesdb.net/game.php?id=1256"
"1678","Color a Dinosaur","1993-07-01","Nintendo Entertainment System (NES)","","https://thegamesdb.net/game.php?id=1678"
"26592","Columbus: Ougon no Yoake","1992-11-20","Nintendo Entertainment System (NES)","","https://thegamesdb.net/game.php?id=26592"
"2856","Commando","NTSC-U","1986-11-01","Nintendo Entertainment System (NES)","https://thegamesdb.net/game.php?id=2856"
"100461","Commando [5 Screw]","NTSC","1986-11-01","Nintendo Entertainment System (NES)","https://thegamesdb.net/game.php?id=100461"
"102173","Commie Killer","Other","2015-01-01","Nintendo Entertainment System (NES)","https://thegamesdb.net/game.php?id=102173"
"102882","Computers Are Easy, Love Is Kind","Other","2015-09-11","Nintendo Entertainment System (NES)","https://thegamesdb.net/game.php?id=102882"
"1679","Conan","1991-02-01","Nintendo Entertainment System (NES)","","https://thegamesdb.net/game.php?id=1679"
"1680","Conflict","1990-03-01","Nintendo Entertainment System (NES)","","https://thegamesdb.net/game.php?id=1680"
"1257","Conquest of the Crystal Palace","NTSC-U","1990-08-24","Nintendo Entertainment System (NES)","https://thegamesdb.net/game.php?id=1257"
"1258","Contra","NTSC-U","1988-02-02","Nintendo Entertainment System (NES)","https://thegamesdb.net/game.php?id=1258"
"90865","Contra","NTSC-J","1988-02-09","Nintendo Entertainment System (NES)","https://thegamesdb.net/game.php?id=90865"
"131011","Contra - Annihilation of the Green Falcon","NTSC-U","2016-08-22","Nintendo Entertainment System (NES)","https://thegamesdb.net/game.php?id=131011"
"131010","Contra - Attack of the Blue Falcon","NTSC-U","2016-01-01","Nintendo Entertainment System (NES)","https://thegamesdb.net/game.php?id=131010"
"131009","Contra - Simulation of the Blue Falcon","NTSC-U","2016-01-01","Nintendo Entertainment System (NES)","https://thegamesdb.net/game.php?id=131009"
"131008","Contra - Terror of the Blue Falcon","NTSC-U","2016-01-02","Nintendo Entertainment System (NES)","https://thegamesdb.net/game.php?id=131008"
"1259","Contra Force","1992-09-30","Nintendo Entertainment System (NES)","","https://thegamesdb.net/game.php?id=1259"
"130994","Contra III - The Alien Wars (NES)","NTSC-U","2024-04-29","Nintendo Entertainment System (NES)","https://thegamesdb.net/game.php?id=130994"
"82525","Contra: Easy Mode","2021-02-15","Nintendo Entertainment System (NES)","","https://thegamesdb.net/game.php?id=82525"
"82437","Contra: Revenge of the Red Falcon","2016-01-15","Nintendo Entertainment System (NES)","","https://thegamesdb.net/game.php?id=82437"
"80966","Convention Quest","2019-08-09","Nintendo Entertainment System (NES)","","https://thegamesdb.net/game.php?id=80966"
"80967","Conway's Game of Life","2020-04-01","Nintendo Entertainment System (NES)","","https://thegamesdb.net/game.php?id=80967"
"1681","Cool World","1993-06-01","Nintendo Entertainment System (NES)","","https://thegamesdb.net/game.php?id=1681"
"102883","Copper Jacket","Other","2023-02-01","Nintendo Entertainment System (NES)","https://thegamesdb.net/game.php?id=102883"
"113616","CORGS Simulator","NTSC","2022-05-13","Nintendo Entertainment System (NES)","https://thegamesdb.net/game.php?id=113616"
"100751","Cornball Cocksuckers","Other","2015-01-01","Nintendo Entertainment System (NES)","https://thegamesdb.net/game.php?id=100751"
"7826","Corvette ZR-1 Challenge","1991-01-01","Nintendo Entertainment System (NES)","","https://thegamesdb.net/game.php?id=7826"
"19054","Cosmic Epsilon","NTSC","1989-11-24","Nintendo Entertainment System (NES)","https://thegamesdb.net/game.php?id=19054"
"23376","Cosmic Wars","1989-08-04","Nintendo Entertainment System (NES)","","https://thegamesdb.net/game.php?id=23376"
"23561","Cosmo Police Galivan","1988-06-03","Nintendo Entertainment System (NES)","","https://thegamesdb.net/game.php?id=23561"
"37437","Cosmos Cop","1992-06-20","Nintendo Entertainment System (NES)","","https://thegamesdb.net/game.php?id=37437"
"127849","Courier","NTSC","2024-05-01","Nintendo Entertainment System (NES)","https://thegamesdb.net/game.php?id=127849"
"1682","Cowboy Kid","1992-01-01","Nintendo Entertainment System (NES)","","https://thegamesdb.net/game.php?id=1682"
"80969","Cowlitz Gamers' 2nd Adventure","2017-01-01","Nintendo Entertainment System (NES)","","https://thegamesdb.net/game.php?id=80969"
"80968","Cowlitz Gamers' Adventure","2016-01-01","Nintendo Entertainment System (NES)","","https://thegamesdb.net/game.php?id=80968"
"80971","Cowlitz Gamers' Lost Adventure","2020-01-01","Nintendo Entertainment System (NES)","","https://thegamesdb.net/game.php?id=80971"
"113615","Crabbie Attack!","NTSC","2023-04-03","Nintendo Entertainment System (NES)","https://thegamesdb.net/game.php?id=113615"
"7827","Crackout","1991-01-01","Nintendo Entertainment System (NES)","","https://thegamesdb.net/game.php?id=7827"
"102884","Crap Job!!","Other","2021-01-12","Nintendo Entertainment System (NES)","https://thegamesdb.net/game.php?id=102884"
"7828","Crash 'n' the Boys: Street Challenge","1992-10-01","Nintendo Entertainment System (NES)","","https://thegamesdb.net/game.php?id=7828"
"80700","Crash Bandicoot NES","Other","2020-01-01","Nintendo Entertainment System (NES)","https://thegamesdb.net/game.php?id=80700"
"130818","Crater Song","Other","2024-01-01","Nintendo Entertainment System (NES)","https://thegamesdb.net/game.php?id=130818"
"26594","Crayon Shin-Chan: Ora to Poi Poi","1993-08-27","Nintendo Entertainment System (NES)","","https://thegamesdb.net/game.php?id=26594"
"123020","Crazy Climber","NTSC","2015-01-01","Nintendo Entertainment System (NES)","https://thegamesdb.net/game.php?id=123020"
"26595","Crazy Climber","1986-12-26","Nintendo Entertainment System (NES)","","https://thegamesdb.net/game.php?id=26595"
"102885","CrazyBus","Other","2016-04-01","Nintendo Entertainment System (NES)","https://thegamesdb.net/game.php?id=102885"
"37012","Creatom","1991-01-01","Nintendo Entertainment System (NES)","","https://thegamesdb.net/game.php?id=37012"
"75387","Creeping it Reel","2017-10-31","Nintendo Entertainment System (NES)","","https://thegamesdb.net/game.php?id=75387"
"78573","Creepy Brawlers","2017-08-08","Nintendo Entertainment System (NES)","","https://thegamesdb.net/game.php?id=78573"
"37011","Crime Busters","1989-01-01","Nintendo Entertainment System (NES)","","https://thegamesdb.net/game.php?id=37011"
"22443","Crisis Force","1991-08-27","Nintendo Entertainment System (NES)","","https://thegamesdb.net/game.php?id=22443"
"102886","Cross-Strait Independence","NTSC","2019-01-01","Nintendo Entertainment System (NES)","https://thegamesdb.net/game.php?id=102886"
"25698","CrossFire","1990-03-01","Nintendo Entertainment System (NES)","","https://thegamesdb.net/game.php?id=25698"
"102887","CrossPaint","Other","2022-06-26","Nintendo Entertainment System (NES)","https://thegamesdb.net/game.php?id=102887"
"80986","Crypto","2016-01-01","Nintendo Entertainment System (NES)","","https://thegamesdb.net/game.php?id=80986"
"129875","Crypto-Fascist","NTSC","2022-03-28","Nintendo Entertainment System (NES)","https://thegamesdb.net/game.php?id=129875"
"1683","Crystal Mines","1989-01-01","Nintendo Entertainment System (NES)","","https://thegamesdb.net/game.php?id=1683"
"341","Crystalis","NTSC-U","1990-07-01","Nintendo Entertainment System (NES)","https://thegamesdb.net/game.php?id=341"
"131162","Cube","PAL-B","2022-09-22","Nintendo Entertainment System (NES)","https://thegamesdb.net/game.php?id=131162"
"1684","Cyberball","1991-01-01","Nintendo Entertainment System (NES)","","https://thegamesdb.net/game.php?id=1684"
"104968","Cyberblade","NTSC","2022-09-01","Nintendo Entertainment System (NES)","https://thegamesdb.net/game.php?id=104968"
"1685","Cybernoid: The Fighting Machine","1989-12-01","Nintendo Entertainment System (NES)","","https://thegamesdb.net/game.php?id=1685"
"26596","Cycle Race: Road Man","1988-12-17","Nintendo Entertainment System (NES)","","https://thegamesdb.net/game.php?id=26596"
"80987","CYO","2015-01-01","Nintendo Entertainment System (NES)","","https://thegamesdb.net/game.php?id=80987"
"80993","CypherCon 4.0 Schedule","2019-04-01","Nintendo Entertainment System (NES)","","https://thegamesdb.net/game.php?id=80993"
"30914","D-Pad Hero","2009-01-01","Nintendo Entertainment System (NES)","","https://thegamesdb.net/game.php?id=30914"
"22565","D-Pad Hero 2","2010-05-15","Nintendo Entertainment System (NES)","","https://thegamesdb.net/game.php?id=22565"
"97334","D'veel'ng","PAL","2015-05-05","Nintendo Entertainment System (NES)","https://thegamesdb.net/game.php?id=97334"
"80994","D'Veel'Ng","NTSC","2018-10-23","Nintendo Entertainment System (NES)","https://thegamesdb.net/game.php?id=80994"
"26610","Dai Meiro: Meikyuu no Tatsujin","1990-11-30","Nintendo Entertainment System (NES)","","https://thegamesdb.net/game.php?id=26610"
"24722","Dai-2-Ji Super Robot Taisen","1991-12-19","Nintendo Entertainment System (NES)","","https://thegamesdb.net/game.php?id=24722"
"37438","Daikaijuu Deburas","1990-06-15","Nintendo Entertainment System (NES)","","https://thegamesdb.net/game.php?id=37438"
"26612","Daiku no Gen-San 2: Akage no Dan no Gyakushuu","1993-10-22","Nintendo Entertainment System (NES)","","https://thegamesdb.net/game.php?id=26612"
"26611","Daisenryaku","1988-10-12","Nintendo Entertainment System (NES)","","https://thegamesdb.net/game.php?id=26611"
"26613","DAIVA Story 6: Imperial of Nirsartia","1986-12-05","Nintendo Entertainment System (NES)","","https://thegamesdb.net/game.php?id=26613"
"1927","Dance Aerobics","1989-03-01","Nintendo Entertainment System (NES)","","https://thegamesdb.net/game.php?id=1927"
"76121","Dancing Blocks","1990-01-01","Nintendo Entertainment System (NES)","","https://thegamesdb.net/game.php?id=76121"
"1686","Danny Sullivan's Indy Heat","1992-08-01","Nintendo Entertainment System (NES)","","https://thegamesdb.net/game.php?id=1686"
"107385","Dao Shuai","Other","1989-01-01","Nintendo Entertainment System (NES)","https://thegamesdb.net/game.php?id=107385"
